Customer Reference ID,Item Purchased,Purchase Amount (USD),Date Purchase,Review Rating,Payment Method,
4104,Sunglasses,172,20-03-2023,1.5,Credit Card,
4037,Pajamas,184,23-04-2023,2.8,Credit Card,
4098,T-shirt,,27-04-2023,1.3,Credit Card,
3973,Sun Hat,162,21-12-2022,3.8,Cash,
4025,Loafers,131,26-12-2022,3.9,Cash,
4122,Socks,99,3/8/2023,1.5,Cash,
4063,Jacket,76,18-09-2023,4.8,Credit Card,
4078,Camisole,186,9/4/2023,3.4,Cash,
3986,Wallet,,17-12-2022,1.8,Cash,
4083,Slippers,,4/12/2022,1.1,Credit Card,
4116,Flip-Flops,,11/6/2023,1.8,Cash,
4122,Pants,64,13-08-2023,,Cash,
4045,Leggings,175,12/6/2023,,Credit Card,
4071,Wallet,62,28-10-2022,2,Credit Card,
4068,Camisole,114,12/3/2023,3,Credit Card,
3962,Poncho,184,25-09-2023,2.6,Cash,
3998,Poncho,,28-04-2023,2.3,Cash,
4030,Camisole,175,14-04-2023,2.3,Credit Card,
4006,Leggings,,8/10/2022,2.7,Credit Card,
4077,T-shirt,67,30-01-2023,4.7,Credit Card,
4045,Pants,88,29-04-2023,3.8,Credit Card,
4069,Overalls,191,23-11-2022,,Credit Card,
4016,Pants,118,5/5/2023,4.8,Cash,
4086,Kimono,99,12/12/2022,2.9,Cash,
4013,Leggings,65,9/3/2023,1.6,Cash,
4107,Shorts,183,6/7/2023,2,Credit Card,
4043,Umbrella,169,6/5/2023,4.8,Cash,
4111,Tie,36,17-10-2022,3.9,Credit Card,
4076,Sandals,,19-05-2023,4.1,Credit Card,
3990,Flannel Shirt,105,7/10/2022,3.8,Cash,
4032,Camisole,162,2/3/2023,2.5,Cash,
4056,T-shirt,86,19-05-2023,,Cash,
4063,Bowtie,133,25-08-2023,4.3,Credit Card,
4049,Blouse,,19-12-2022,1.8,Cash,
4077,Handbag,173,5/5/2023,3.6,Credit Card,
3998,Bowtie,80,27-04-2023,3,Cash,
4116,Handbag,192,10/10/2022,4.6,Cash,
4010,Slippers,176,8/12/2022,3.4,Cash,
4029,Skirt,48,10/1/2023,2.7,Cash,
3979,Dress,71,31-03-2023,4.2,Credit Card,
4080,Scarf,163,3/11/2022,3.9,Cash,
3990,Poncho,91,7/4/2023,3.2,Credit Card,
4001,Socks,194,17-06-2023,1.2,Credit Card,
4008,Tie,,6/4/2023,2.6,Cash,
3997,Tank Top,85,15-10-2022,4.2,Credit Card,
4112,Polo Shirt,117,7/11/2022,4.5,Cash,
4082,Jumpsuit,198,11/4/2023,4.7,Credit Card,
3982,Coat,,11/1/2023,1.9,Credit Card,
4063,Loafers,156,15-09-2023,3.4,Credit Card,
4083,Pajamas,97,4/10/2022,2.2,Credit Card,
4034,Scarf,66,5/11/2022,1.2,Cash,
4017,Raincoat,173,15-05-2023,4.6,Cash,
4010,Scarf,181,27-01-2023,2.1,Credit Card,
4099,Socks,86,14-09-2023,1.2,Credit Card,
3969,Umbrella,178,23-08-2023,2.8,Credit Card,
3961,Sunglasses,56,17-11-2022,2.7,Cash,
4048,T-shirt,130,6/5/2023,4.2,Cash,
4023,Swimsuit,,13-06-2023,4.3,Cash,
4048,Swimsuit,153,19-11-2022,2.7,Cash,
3997,Jeans,56,12/3/2023,4.8,Credit Card,
4001,Blazer,95,6/5/2023,3.6,Credit Card,
4085,Blazer,66,29-10-2022,3.4,Cash,
3965,Trench Coat,200,28-03-2023,,Cash,
3973,Shorts,117,28-06-2023,1.9,Cash,
4043,Tank Top,94,15-05-2023,2.2,Cash,
4067,Kimono,159,21-07-2023,1.9,Cash,
3986,Backpack,40,2/11/2022,3.2,Cash,
4115,Overalls,172,11/4/2023,3.2,Cash,
4015,Tie,168,7/12/2022,3.7,Credit Card,
3987,Tie,,1/1/2023,,Cash,
4100,Raincoat,138,9/2/2023,4.8,Credit Card,
4014,Raincoat,,5/3/2023,,Cash,
4081,Polo Shirt,145,9/11/2022,4,Credit Card,
4023,Belt,23,17-01-2023,3.6,Credit Card,
4044,Flannel Shirt,48,4/2/2023,2.7,Credit Card,
4047,Tunic,,31-07-2023,1.8,Cash,
3968,Trousers,114,18-03-2023,1.4,Cash,
4099,Shorts,127,8/3/2023,2.2,Cash,
4025,Hat,,16-05-2023,3.2,Cash,
3995,Overalls,56,19-07-2023,,Credit Card,
4088,Belt,134,14-02-2023,4.5,Cash,
4111,Swimsuit,55,30-10-2022,1,Cash,
3983,Hat,24,30-09-2023,4.1,Credit Card,
3969,Sun Hat,,12/4/2023,4.8,Credit Card,
4069,Loafers,53,14-02-2023,1.5,Credit Card,
4074,Coat,50,7/4/2023,1.5,Credit Card,
3985,Polo Shirt,32,19-01-2023,4.1,Credit Card,
3984,Belt,,20-11-2022,1.5,Cash,
4113,Pajamas,119,15-09-2023,2.1,Credit Card,
4113,Cardigan,132,14-03-2023,,Credit Card,
3983,Wallet,19,22-09-2023,2.4,Cash,
4100,Tank Top,197,29-05-2023,1.8,Cash,
3967,Umbrella,13,27-07-2023,3.9,Credit Card,
4086,Belt,145,29-10-2022,3.5,Cash,
3983,Handbag,,14-03-2023,4.1,Cash,
3999,Cardigan,170,25-05-2023,1.6,Cash,
4118,Tank Top,67,4/12/2022,3.1,Cash,
3987,Flip-Flops,98,22-07-2023,1.8,Cash,
4009,Skirt,36,11/11/2022,4,Cash,
4049,Hoodie,160,27-08-2023,2.4,Cash,
3997,Skirt,26,27-06-2023,4,Cash,
4031,Hoodie,86,24-08-2023,3,Cash,
4070,Backpack,126,23-07-2023,1.8,Credit Card,
4086,Jeans,162,1/7/2023,3.5,Cash,
4084,Flip-Flops,121,23-04-2023,4,Cash,
3982,Tie,44,12/5/2023,,Credit Card,
3996,Skirt,135,4/3/2023,1.9,Credit Card,
4122,Kimono,58,27-04-2023,4.7,Credit Card,
4050,Poncho,,26-07-2023,4.1,Credit Card,
4042,Tunic,113,19-01-2023,3.6,Cash,
3992,Flip-Flops,,9/5/2023,1.2,Credit Card,
3988,Polo Shirt,43,20-03-2023,1,Cash,
4008,Skirt,15,18-04-2023,5,Credit Card,
4069,Handbag,53,4/12/2022,3.6,Credit Card,
4063,Bowtie,,12/7/2023,4.4,Cash,
3958,Trench Coat,19,30-01-2023,4.4,Cash,
4019,Slippers,173,9/1/2023,,Cash,
4078,Dress,146,16-03-2023,3.4,Credit Card,
4044,Wallet,162,8/8/2023,1.5,Credit Card,
4030,Cardigan,179,12/6/2023,3,Credit Card,
4086,Tie,,14-02-2023,3.9,Credit Card,
4000,Scarf,22,19-08-2023,3.5,Credit Card,
3978,Gloves,116,10/9/2023,,Credit Card,
4025,Jumpsuit,41,15-07-2023,2.3,Cash,
4052,Overalls,131,25-05-2023,4.3,Credit Card,
4063,Sun Hat,62,22-04-2023,4.4,Credit Card,
4049,Pajamas,171,9/7/2023,,Credit Card,
4118,Shorts,,5/10/2022,4.9,Credit Card,
4019,Socks,35,11/4/2023,2,Cash,
3995,Onesie,79,18-09-2023,1.6,Credit Card,
4092,Shorts,189,29-05-2023,2.6,Credit Card,
4064,Raincoat,,27-10-2022,,Cash,
4015,Overalls,36,5/1/2023,1.3,Cash,
3992,Tie,168,3/2/2023,2.2,Credit Card,
4066,Backpack,,22-09-2023,,Cash,
4062,Romper,,3/6/2023,2.3,Cash,
4061,Poncho,,1/6/2023,4.5,Credit Card,
4074,Vest,,16-11-2022,3.4,Cash,
4089,T-shirt,,6/7/2023,2.5,Cash,
4049,Swimsuit,143,14-02-2023,,Cash,
3964,Gloves,101,4/2/2023,2.3,Cash,
4070,Trench Coat,85,5/10/2022,1.7,Credit Card,
3994,Cardigan,,26-08-2023,4.2,Credit Card,
3959,Sneakers,63,22-11-2022,2.1,Cash,
4089,Wallet,133,17-07-2023,3.2,Credit Card,
3974,Sandals,10,5/1/2023,4.4,Cash,
3978,Blazer,,24-12-2022,3.2,Credit Card,
4043,Tie,,15-10-2022,3.8,Cash,
4037,Umbrella,,6/8/2023,3.2,Credit Card,
4059,Boots,136,4/4/2023,4.6,Cash,
3999,T-shirt,,11/5/2023,1.2,Credit Card,
4068,Tie,,9/6/2023,2.7,Cash,
3972,Dress,195,2/2/2023,2.1,Cash,
4057,T-shirt,75,21-01-2023,,Cash,
3966,Jeans,126,7/1/2023,,Credit Card,
4121,Pants,85,14-12-2022,3.4,Cash,
3995,Swimsuit,22,20-09-2023,2.9,Credit Card,
4104,Flannel Shirt,,28-09-2023,2.4,Credit Card,
3971,Poncho,,7/8/2023,2.1,Cash,
4118,Loafers,,24-09-2023,3.2,Credit Card,
4090,Leggings,183,4/6/2023,1.3,Credit Card,
4032,Trousers,199,18-01-2023,3.6,Cash,
4064,Coat,,16-09-2023,4.5,Cash,
4059,Sunglasses,21,9/12/2022,1.1,Credit Card,
4098,Belt,,17-01-2023,3.8,Cash,
4034,Boots,,18-07-2023,4.8,Cash,
4037,Sun Hat,94,27-04-2023,3,Cash,
4045,Vest,122,27-02-2023,1,Cash,
3959,Socks,78,11/2/2023,2.1,Cash,
4028,Flip-Flops,33,22-10-2022,4.1,Cash,
4092,Backpack,97,5/1/2023,3.2,Credit Card,
4113,Vest,,16-07-2023,,Cash,
3994,Sweater,126,9/12/2022,3.7,Credit Card,
4060,Sunglasses,108,15-03-2023,3.1,Cash,
4071,Belt,132,1/2/2023,2.6,Credit Card,
4121,Blouse,176,24-12-2022,4.6,Cash,
4009,Handbag,52,22-04-2023,2,Cash,
4096,Pajamas,,25-05-2023,1.5,Cash,
4116,Camisole,25,12/4/2023,3.6,Credit Card,
4115,Hat,50,14-08-2023,4.9,Cash,
4070,Vest,,1/8/2023,1.8,Credit Card,
4045,Leggings,133,1/9/2023,1.5,Cash,
4060,Flannel Shirt,183,5/1/2023,3.6,Cash,
4007,Coat,166,11/2/2023,3.7,Cash,
4034,Belt,101,25-12-2022,1.2,Credit Card,
3978,Gloves,185,14-05-2023,4,Cash,
3966,Skirt,196,1/6/2023,3.7,Cash,
4094,Romper,43,31-01-2023,1.9,Credit Card,
4042,Blouse,134,16-08-2023,3.3,Credit Card,
4056,Trench Coat,,30-09-2023,3.9,Cash,
3989,Shorts,21,22-12-2022,1.1,Credit Card,
4090,Handbag,,24-01-2023,1.8,Cash,
4095,Sunglasses,13,2/7/2023,3.9,Credit Card,
4029,Vest,183,24-03-2023,4.5,Credit Card,
4011,Tunic,200,31-08-2023,2.6,Credit Card,
3980,Handbag,154,13-12-2022,3.7,Credit Card,
4087,Sandals,181,25-10-2022,1.8,Credit Card,
4098,Sun Hat,142,10/12/2022,1.8,Cash,
4036,Coat,189,1/2/2023,4.5,Credit Card,
4090,Leggings,120,18-09-2023,3.6,Credit Card,
4044,Scarf,73,3/1/2023,4.8,Credit Card,
4119,Hoodie,179,13-10-2022,2,Credit Card,
3997,Hoodie,108,23-07-2023,1.6,Credit Card,
3962,Jeans,,19-11-2022,4.3,Cash,
3964,Belt,166,7/2/2023,3.1,Credit Card,
4095,T-shirt,,19-09-2023,1.4,Cash,
4108,Handbag,50,2/10/2022,2.1,Credit Card,
4023,Jumpsuit,130,4/11/2022,4.1,Credit Card,
4018,Slippers,52,6/5/2023,4.1,Cash,
4034,Pants,,13-08-2023,,Credit Card,
4065,Jeans,71,6/1/2023,2.2,Cash,
4086,Flip-Flops,81,26-01-2023,1.8,Cash,
3985,Romper,,30-12-2022,4.4,Credit Card,
3972,Polo Shirt,174,23-06-2023,2.1,Credit Card,
4052,Hoodie,70,21-02-2023,2.8,Cash,
4023,Sunglasses,,1/3/2023,4.1,Cash,
4117,Pajamas,156,11/12/2022,2.5,Credit Card,
4086,Jeans,137,18-01-2023,3.2,Cash,
4047,Poncho,40,3/3/2023,1.6,Credit Card,
3988,Camisole,200,12/6/2023,2.5,Cash,
3969,Blouse,36,4/9/2023,1.4,Credit Card,
3988,Overalls,19,7/11/2022,3.1,Credit Card,
4071,Handbag,10,7/8/2023,2.6,Cash,
4033,Handbag,164,31-07-2023,,Cash,
4103,Jumpsuit,173,27-06-2023,1.4,Cash,
3958,Raincoat,140,17-12-2022,2,Cash,
4073,Hat,177,9/8/2023,4.8,Credit Card,
4043,Boots,97,6/10/2022,4.4,Cash,
4017,Backpack,23,11/9/2023,4.7,Credit Card,
4105,Gloves,126,6/6/2023,3.5,Cash,
4101,Blazer,168,20-03-2023,1,Credit Card,
4117,Socks,193,15-03-2023,2.3,Credit Card,
4093,Polo Shirt,193,14-11-2022,3.2,Credit Card,
4109,Boots,34,19-03-2023,1,Cash,
4016,Camisole,66,16-02-2023,1.4,Cash,
4046,Jumpsuit,,20-09-2023,4.1,Cash,
4033,Pajamas,172,26-03-2023,4.2,Credit Card,
4029,Jumpsuit,84,5/12/2022,3.5,Cash,
4103,Sandals,105,19-04-2023,4.8,Cash,
3992,Wallet,21,31-10-2022,2.4,Cash,
4053,Sweater,136,16-05-2023,3.5,Cash,
4090,Sneakers,,16-03-2023,2.3,Credit Card,
4020,Hoodie,194,13-05-2023,2.4,Cash,
3983,Pants,75,20-07-2023,3.1,Cash,
4040,Handbag,58,20-09-2023,2.7,Cash,
4089,Jeans,,9/8/2023,3.8,Credit Card,
4106,Handbag,65,16-08-2023,4.6,Cash,
4006,Slippers,58,6/11/2022,4.5,Credit Card,
4049,Skirt,37,13-01-2023,2.6,Cash,
4073,Shorts,21,11/7/2023,1.3,Credit Card,
3982,Overalls,182,23-01-2023,4.9,Credit Card,
3994,Loafers,125,4/12/2022,1.5,Cash,
4065,Shorts,160,17-10-2022,1.9,Credit Card,
4062,Skirt,44,3/10/2022,,Cash,
3977,Pants,11,21-04-2023,4.7,Cash,
3980,Cardigan,22,24-02-2023,5,Cash,
3972,Sandals,120,4/2/2023,4.6,Cash,
4065,Hat,133,19-01-2023,1.4,Cash,
3990,Hoodie,55,11/9/2023,3.4,Credit Card,
4078,Jacket,54,20-12-2022,,Credit Card,
4011,Kimono,42,4/1/2023,3.4,Credit Card,
4071,Swimsuit,,11/5/2023,4.8,Credit Card,
3976,Scarf,165,18-08-2023,2.9,Credit Card,
4051,Vest,139,18-12-2022,1.7,Cash,
4091,Skirt,117,6/12/2022,3.9,Cash,
4060,Kimono,187,11/6/2023,3,Credit Card,
4107,Jeans,80,20-05-2023,4.2,Credit Card,
4100,Tie,97,29-05-2023,1.4,Credit Card,
4089,Jacket,125,29-05-2023,1.9,Cash,
4058,Kimono,45,21-01-2023,1,Credit Card,
4024,Handbag,189,14-01-2023,4.7,Credit Card,
4106,Jacket,141,9/11/2022,3.2,Credit Card,
4084,Scarf,189,2/5/2023,4,Cash,
4119,Umbrella,90,18-06-2023,3.3,Cash,
4065,Tie,151,25-09-2023,1.8,Cash,
4069,Pajamas,61,19-10-2022,1.9,Credit Card,
4082,Leggings,192,23-04-2023,,Cash,
4063,Handbag,98,25-04-2023,4.3,Cash,
3998,Bowtie,43,3/3/2023,2.2,Cash,
3993,Coat,176,3/6/2023,,Cash,
4086,Hat,55,16-10-2022,3.5,Cash,
3989,Blazer,187,16-05-2023,,Cash,
4081,T-shirt,191,3/10/2022,3.9,Cash,
4074,Hat,,16-01-2023,4,Credit Card,
3990,Wallet,132,14-07-2023,4.3,Cash,
4088,Sunglasses,180,5/4/2023,3.8,Cash,
4092,Handbag,182,28-10-2022,1.6,Cash,
3987,Loafers,146,31-01-2023,1.7,Cash,
4011,Dress,118,13-04-2023,,Credit Card,
4073,Shorts,143,19-10-2022,4.4,Credit Card,
4078,Trousers,,22-03-2023,1.3,Credit Card,
3965,Raincoat,23,12/8/2023,1.3,Credit Card,
3997,Onesie,61,11/3/2023,2.7,Credit Card,
4100,Flip-Flops,51,27-12-2022,1.7,Credit Card,
4051,Loafers,184,17-08-2023,3.9,Cash,
3987,Polo Shirt,25,16-06-2023,3.1,Cash,
4111,T-shirt,85,6/3/2023,3.4,Credit Card,
4061,Coat,148,10/12/2022,3.3,Credit Card,
3985,Flannel Shirt,,20-08-2023,2.8,Cash,
3987,Poncho,36,26-02-2023,3.4,Credit Card,
4051,Sandals,182,14-11-2022,1.9,Cash,
4103,Shorts,67,21-10-2022,1.7,Credit Card,
4031,Socks,153,25-08-2023,2.8,Cash,
3967,Loafers,140,1/6/2023,3.4,Credit Card,
4090,Jeans,188,29-09-2023,4.2,Cash,
3996,Polo Shirt,180,3/3/2023,1.8,Cash,
3987,Jeans,,29-10-2022,4.1,Cash,
4052,Flannel Shirt,116,8/12/2022,1.4,Cash,
4035,Trench Coat,185,12/6/2023,4.2,Credit Card,
4052,Tunic,151,17-02-2023,1.2,Cash,
4034,Pants,,11/10/2022,3.1,Credit Card,
4032,Scarf,61,12/9/2023,3.2,Cash,
4081,Swimsuit,123,29-08-2023,3.6,Cash,
3964,Shorts,172,12/5/2023,4.3,Credit Card,
3993,Scarf,175,1/6/2023,,Cash,
3993,Jeans,160,7/4/2023,4.5,Credit Card,
4107,Leggings,164,18-06-2023,2,Credit Card,
4064,Blouse,,26-12-2022,,Credit Card,
3969,Gloves,59,9/5/2023,3.2,Credit Card,
4035,Hoodie,55,22-05-2023,,Credit Card,
4029,Camisole,29,5/5/2023,1.3,Credit Card,
4012,Tank Top,,11/12/2022,1.4,Cash,
4003,Blouse,,10/4/2023,3.2,Cash,
4082,Sneakers,106,20-07-2023,1.2,Credit Card,
3957,Sneakers,,3/10/2022,4.4,Credit Card,
3988,Onesie,77,10/5/2023,4.2,Credit Card,
4097,Socks,,22-12-2022,1.4,Cash,
4046,Hoodie,75,9/10/2022,2.8,Credit Card,
3974,Raincoat,,22-10-2022,3.5,Cash,
3968,Romper,49,4/2/2023,,Cash,
4063,Sun Hat,,28-09-2023,2.8,Credit Card,
4080,Backpack,162,27-04-2023,5,Credit Card,
4103,Cardigan,,7/1/2023,1.1,Credit Card,
4036,Overalls,167,19-06-2023,,Credit Card,
4101,Poncho,87,6/9/2023,,Cash,
4072,Kimono,156,2/4/2023,1.1,Cash,
4043,Belt,28,22-08-2023,1.1,Credit Card,
4053,Trench Coat,91,26-04-2023,4,Cash,
4078,Vest,57,13-02-2023,3.3,Cash,
4112,Socks,139,30-04-2023,,Credit Card,
3990,Sandals,,7/11/2022,4.8,Cash,
3992,Hat,113,23-02-2023,,Cash,
4086,Socks,,22-07-2023,3.2,Credit Card,
4119,Umbrella,64,19-05-2023,4.1,Credit Card,
4074,Romper,94,15-02-2023,3.4,Cash,
4072,Sneakers,65,12/3/2023,5,Credit Card,
4071,Vest,168,2/8/2023,3.7,Cash,
3995,Skirt,153,7/6/2023,3,Credit Card,
4040,Slippers,176,28-08-2023,2.2,Cash,
3979,Jumpsuit,,29-07-2023,3.2,Credit Card,
4116,Slippers,124,16-01-2023,3.7,Cash,
4116,Blazer,174,24-11-2022,2.1,Credit Card,
4061,Coat,169,26-06-2023,4.1,Credit Card,
4056,Scarf,20,21-01-2023,4.3,Cash,
4016,Camisole,92,29-07-2023,3.5,Credit Card,
4058,Kimono,39,24-09-2023,,Credit Card,
4043,Belt,148,21-07-2023,1.2,Credit Card,
4095,Bowtie,16,14-09-2023,1.1,Credit Card,
3968,Belt,105,7/6/2023,1,Credit Card,
4070,Loafers,140,23-07-2023,2,Credit Card,
4028,Poncho,21,6/7/2023,2.4,Credit Card,
4122,Sneakers,176,29-09-2023,3.1,Credit Card,
3979,Leggings,,21-02-2023,2.6,Cash,
3999,Flip-Flops,34,4/8/2023,1.9,Cash,
3963,Skirt,,10/11/2022,2.1,Credit Card,
4103,Loafers,147,10/2/2023,2.3,Cash,
4118,Pajamas,170,4/8/2023,2.5,Cash,
4036,Belt,,28-09-2023,4.1,Credit Card,
4100,Socks,64,18-06-2023,1.2,Credit Card,
4122,Sunglasses,118,8/5/2023,3.5,Cash,
3988,Raincoat,62,19-10-2022,,Credit Card,
4121,Swimsuit,189,30-07-2023,2.6,Credit Card,
4100,Handbag,199,15-08-2023,3.2,Cash,
3978,Jacket,175,12/3/2023,4.1,Credit Card,
4006,Bowtie,28,11/3/2023,,Credit Card,
4115,Coat,49,9/10/2022,3.5,Credit Card,
4095,Dress,,23-02-2023,4.7,Cash,
4104,Trench Coat,19,3/8/2023,1.3,Cash,
3970,Sandals,,26-09-2023,1.2,Credit Card,
4102,Slippers,,5/9/2023,2.6,Credit Card,
4090,Tie,152,16-01-2023,1.5,Cash,
4005,Cardigan,,14-12-2022,3.1,Credit Card,
4078,Loafers,76,3/5/2023,,Cash,
4085,Backpack,125,13-05-2023,2,Credit Card,
3961,Flannel Shirt,120,2/3/2023,1.7,Cash,
3987,Raincoat,109,20-01-2023,3,Credit Card,
4093,Vest,146,6/12/2022,3.1,Cash,
4003,Jeans,,8/12/2022,4.1,Cash,
3961,Shorts,26,23-01-2023,1.3,Credit Card,
4027,Hat,159,31-07-2023,1.6,Cash,
4009,Leggings,,10/2/2023,,Cash,
4019,Belt,101,15-04-2023,3.5,Credit Card,
4105,Hat,37,22-11-2022,1.7,Cash,
4070,Raincoat,185,7/12/2022,3.7,Credit Card,
3978,Boots,32,22-11-2022,2.6,Credit Card,
4093,Jacket,122,21-12-2022,2,Cash,
4112,Scarf,179,9/7/2023,3.9,Cash,
4039,Wallet,,28-07-2023,3.9,Credit Card,
4059,Swimsuit,,27-09-2023,1.9,Credit Card,
4107,Swimsuit,110,2/7/2023,4.1,Cash,
3968,Pants,149,31-08-2023,,Credit Card,
4082,Jumpsuit,172,9/11/2022,4.3,Credit Card,
3962,Leggings,,5/9/2023,4.9,Credit Card,
4044,Shorts,196,24-11-2022,2.4,Cash,
4068,T-shirt,12,19-03-2023,4,Cash,
4003,Leggings,152,13-08-2023,1.2,Cash,
4063,Tank Top,,26-02-2023,1.9,Credit Card,
3963,T-shirt,,16-07-2023,2.4,Cash,
4092,Romper,110,24-03-2023,2.2,Cash,
4038,Trousers,31,26-01-2023,4.6,Cash,
4054,Scarf,199,7/2/2023,,Credit Card,
4022,Overalls,98,10/10/2022,,Credit Card,
3980,Sunglasses,175,4/10/2022,2.6,Cash,
3986,Leggings,46,25-09-2023,2.2,Cash,
3982,Gloves,,8/11/2022,4.3,Cash,
4095,Sun Hat,74,3/1/2023,4.7,Credit Card,
4000,Jacket,,17-09-2023,3.9,Cash,
4030,Pajamas,,20-05-2023,3.2,Credit Card,
3993,Cardigan,23,13-05-2023,1.7,Cash,
4003,Loafers,150,24-09-2023,2.3,Cash,
4022,Scarf,150,24-12-2022,2.9,Credit Card,
3979,Flannel Shirt,,11/12/2022,1.2,Credit Card,
3996,Scarf,74,8/1/2023,1.2,Cash,
4035,Skirt,,31-07-2023,1.2,Cash,
4061,Sun Hat,134,30-06-2023,2,Credit Card,
4000,Sneakers,101,27-09-2023,1.8,Cash,
3972,Romper,,6/3/2023,2.4,Credit Card,
4114,Loafers,35,13-06-2023,2,Credit Card,
4040,Wallet,27,4/3/2023,3.8,Credit Card,
4003,Jacket,91,29-12-2022,1.9,Cash,
3963,Sunglasses,94,24-08-2023,1.4,Cash,
3971,Backpack,88,23-12-2022,,Credit Card,
4033,Tie,49,25-03-2023,3.1,Cash,
4056,Umbrella,103,23-04-2023,4.1,Credit Card,
3982,Tunic,119,26-05-2023,3.4,Credit Card,
4038,Belt,,17-06-2023,3.4,Cash,
3993,Leggings,66,23-09-2023,1.8,Cash,
4062,Leggings,174,10/6/2023,2.6,Cash,
4039,Socks,102,3/11/2022,1.9,Credit Card,
4023,Socks,,21-06-2023,4.4,Cash,
4053,Sweater,132,15-06-2023,4.8,Credit Card,
3987,Kimono,101,28-06-2023,3.4,Cash,
3970,Kimono,134,13-12-2022,4,Credit Card,
4008,Dress,54,6/12/2022,2.6,Credit Card,
4018,Sneakers,30,14-01-2023,3,Cash,
4109,Tie,45,20-05-2023,3.2,Cash,
4107,Shorts,60,28-06-2023,4.6,Cash,
4017,Shorts,170,27-08-2023,,Credit Card,
4083,Bowtie,,8/7/2023,4.3,Cash,
4087,Coat,,30-08-2023,1.1,Credit Card,
4086,Loafers,,6/6/2023,4.1,Credit Card,
4055,Leggings,17,31-10-2022,1.5,Credit Card,
3986,Slippers,158,19-03-2023,4.7,Cash,
4025,Pajamas,161,3/9/2023,2.5,Cash,
3972,Boots,19,8/7/2023,3.8,Credit Card,
4038,Sunglasses,149,27-02-2023,2.1,Cash,
4075,Jeans,148,5/11/2022,1.5,Cash,
4098,Cardigan,48,18-04-2023,2.7,Cash,
4061,Jeans,67,26-06-2023,,Cash,
3973,Backpack,160,27-10-2022,1.9,Credit Card,
4080,Sunglasses,84,16-04-2023,4.2,Cash,
3964,T-shirt,,24-09-2023,1.2,Credit Card,
4061,Overalls,33,10/11/2022,1.3,Credit Card,
4119,Cardigan,138,12/1/2023,3.1,Credit Card,
4016,Blouse,,24-09-2023,2.1,Credit Card,
3961,Vest,167,9/2/2023,1.9,Credit Card,
4025,Dress,141,23-07-2023,2.9,Cash,
4098,Polo Shirt,,26-08-2023,3.3,Credit Card,
4107,Flannel Shirt,,9/4/2023,2.6,Credit Card,
3982,Dress,154,25-04-2023,3.9,Cash,
4020,Trousers,47,7/3/2023,3.4,Credit Card,
4099,Backpack,133,29-05-2023,1.3,Cash,
3989,Jeans,20,23-07-2023,2.3,Cash,
4034,Jacket,134,4/8/2023,1.4,Credit Card,
4102,Onesie,77,3/7/2023,3.8,Cash,
4061,Skirt,20,17-02-2023,2.2,Credit Card,
4071,Tie,142,20-04-2023,2.6,Credit Card,
3978,Camisole,102,14-10-2022,4.3,Cash,
4119,Blazer,126,14-09-2023,4.1,Cash,
4085,Sneakers,20,17-03-2023,3,Cash,
4009,Leggings,92,22-06-2023,2.7,Cash,
3993,Tunic,,9/5/2023,1.2,Credit Card,
4052,Raincoat,172,18-09-2023,1.5,Credit Card,
4095,Vest,199,17-05-2023,4.1,Cash,
4000,Hoodie,149,17-08-2023,,Credit Card,
4019,Sun Hat,106,16-02-2023,,Credit Card,
4094,Jumpsuit,103,19-07-2023,5,Cash,
4065,Leggings,29,18-04-2023,1.8,Credit Card,
4099,Kimono,106,8/1/2023,4.5,Cash,
4072,Flip-Flops,67,14-09-2023,,Cash,
3967,Sweater,100,6/7/2023,1.1,Cash,
3957,Vest,98,2/2/2023,2.8,Cash,
4075,Blazer,133,3/10/2022,4,Credit Card,
4115,Tank Top,11,15-08-2023,,Credit Card,
4031,Overalls,45,17-05-2023,1.9,Credit Card,
3999,Kimono,68,19-12-2022,2.4,Cash,
3957,Backpack,,13-01-2023,3,Cash,
3972,Shorts,64,22-04-2023,3.3,Cash,
4080,Swimsuit,,2/12/2022,4.4,Cash,
4026,Flip-Flops,,27-10-2022,3.2,Cash,
4110,Skirt,40,7/7/2023,3.5,Credit Card,
4021,Jeans,116,1/11/2022,4.3,Credit Card,
4054,Gloves,194,22-07-2023,4.9,Cash,
4046,Sweater,,13-12-2022,2.2,Cash,
4118,T-shirt,132,3/5/2023,4.2,Credit Card,
4011,Blouse,51,13-11-2022,4.1,Cash,
4106,Skirt,115,16-04-2023,1.9,Credit Card,
4087,Leggings,,25-04-2023,4.7,Cash,
4029,Tank Top,,8/12/2022,3.1,Cash,
3968,Camisole,51,5/10/2022,1.8,Credit Card,
3998,Belt,,21-11-2022,3.5,Credit Card,
4093,Gloves,156,4/5/2023,1.4,Cash,
4101,Coat,,16-03-2023,3.8,Credit Card,
3974,Hoodie,,2/4/2023,,Credit Card,
4033,Socks,142,14-03-2023,3,Cash,
3979,Camisole,163,20-05-2023,3.3,Cash,
4058,Swimsuit,173,17-09-2023,,Credit Card,
3988,Polo Shirt,,18-06-2023,3.3,Credit Card,
3992,T-shirt,179,28-04-2023,3.9,Cash,
4099,Tank Top,31,21-02-2023,2,Credit Card,
4028,Sweater,165,20-03-2023,2.6,Credit Card,
4067,Sandals,133,14-06-2023,3.3,Cash,
4010,Dress,,7/9/2023,2.7,Credit Card,
